,content
1134,　　正是凭借在安全与空间的出色表现，以及比肩国际的高端品质，能保证孩子乘车的舒适度，达喀尔最终选择华颂7作为上下学项目唯一专车。
1135,　　事实上，华颂品牌自成立以来便一直热心公益事业，践行社会责任，在公共交通安全等领域颇有建树。华颂7还多次为政经论坛会议提供贵宾用车：继2015年初成为世界顶级酒店集团喜达屋海南贵宾专用车后，华颂7又先后荣膺2015绿年会贵宾座驾，以及达沃斯论坛、欧亚经济论坛、东盟博览会三大国际高级别会议指定用车等多项殊荣，为各界精英人士提供纯正德式商务车乘驾体验。
1136,　　热心公益、践行社会责任的华晨汽车及华颂品牌此次与达喀尔的合作，也是基于对于呵护青少年上下学安全的公益初衷与社会责任担当。未来，华晨汽车及旗下华颂品牌将继续致力于承担企业公民社会责任，在公益领域中做出更多努力，真正践行“行有道、爱无界”的公益主张。
1137,　　□记者 陈骏
1138,　　本报讯 一汽大众旗下57万余台家庭常见轿车高尔夫、速腾因质量问题被召回。
1139,　　大河报记者昨日从国家质检总局缺陷产品管理中心获悉，日前，一汽-大众汽车有限公司根据《缺陷汽车产品召回管理条例》的要求，向国家质检总局备案了召回计划，决定自即日起，召回部分车辆，共计577590辆。
1140,　　其中包括，自2009年9月10日至2014年5月9日期间生产的部分高尔夫A61.4T、1.6L、2.0T汽车，共计416364辆。2010年7月5日至2012年3月1日期间生产的部分速腾1.4T、1.6L、1.8T汽车，共计161226辆。
1141,　　据悉，本次召回范围内的部分车辆，在空气湿度较高、温度快速变化和震动等特定情况下，保护车外照明灯的保险丝可能因过热而失效，导致部分车外照明灯(如右前侧近光灯、左后侧制动灯、牌照灯等)无法正常工作，存在安全隐患。
1142,　　在此情况下，车辆电路可确保车辆周围其他灯光继续照明，组合仪表的显示屏将向用户发出灯光异常警告。一汽-大众汽车有限公司将为召回范围内车辆免费更换改进后的灯光保险丝，以消除安全隐患。
1143,　　本次召回活动是在国家质检总局启动缺陷调查情况下开展的。一段时间以来，国家质检总局缺陷产品管理中心收到消费者反映此问题的投诉。收到投诉后，国家质检总局立即部署缺陷产品管理中心对上述问题开展缺陷调查和评估。受调查影响，一汽-大众汽车有限公司决定采取召回措施，消除安全隐患。
1144,　　一汽-大众汽车有限公司将以挂号信等方式通知车主，并通过授权经销商主动联系相关车主，安排免费检修事宜。用户可用座机或手机拨打一汽-大众客户服务中心热线(400-817-1888)进行咨询。
1145,　　消费者可拨打国家质检总局缺陷产品管理中心热线电话：010-59799616反映召回活动实施过程中的问题或提交缺陷线索。
1146,"　　,“自主品牌汽车经过长期学习和积累深耕，已经发展到了由量变到质变的关键节点”，安进开门见山地指出，如何在新一轮的产业变革中冲破藩篱、实现向上发展，成为自主品牌车企的重大课题。"
1147,"　　,“这是最好的时代，也是最具挑战性的时代。从国外看，全球汽车市场在经历欧洲的勃兴和美、日的繁荣后，其重心正加快向中国转移。从国内看，中国自主品牌由夹缝中诞生起步，靠微薄的利润顽强生存，艰苦的开展研发创新，现已基本形成正向的生态循环”，安进最后特别强调，“中国品牌已经迎来了向上突破的最好机遇期。”"
1148,　　“品牌向上，是中国自主汽车人的梦想，当中国人有了自己在国际上叫的响的汽车品牌，那也就真正开启了中国汽车的辉煌篇章。”江淮汽车集团董事长安进在2017中国汽车论坛上说，“虽然自主品牌取得了很大的成就，但依然面临很多挑战。能源结构调整、电动化转型和智能化升级、汽车共享化和产品生命周期商业模式创新，应该成为未来自主品牌发力的方向。”
1149,
1150,　　江淮汽车集团董事长安进
1151,"　　,自主品牌发展到由量变到质变的关键节点"
1152,　　“自主品牌汽车经过长期学习和积累深耕，已经发展到了由量变到质变的关键节点”，安进开门见山地指出，如何在新一轮的产业变革中冲破藩篱、实现向上发展，成为自主品牌车企的重大课题。
1153,　　在安进看来，自主品牌车企通过加大研发投入和重视产品设计，以SUV、移动互联、新能源、新销售模式为契机，打造出了一批细分市场明星产品，进而助推了自主品牌影响力的跃升。
1154,　　数据显示，2016年自主品牌乘用车市场占有率达到43.19%，创下自2011年以来的新高，且销量首次突破千万量级达到1053万辆。“自主品牌市场份额的提升，是产品竞争力进步的结果”，安进欣喜地表示，自主品牌的相对优势细分市场从仅有的MPV市场发展成为“MPV市场+SUV市场”的格局。据了解，在MPV市场，2016年度MPV车型销量前十位的车型中，自主MPV占据9席；从占有率看，2016年自主MPV占比约91%。在新增的SUV市场，自主品牌顶住了合资品牌的大举反攻，逐渐稳住了阵脚并再获突破，2016年SUV市场销量前十车型中，自主占据6席，同时包揽了冠亚季军；从绝对量看，2016年自主SUV实现销售约530万辆，市场份额已接近六成。
1155,　　更为喜人的是自主品牌在汽车核心技术上的进步。安进指出，近年来，主流自主品牌在发动机、变速器、底盘等核心模块的核心技术方面都有了较大进步。“核心技术是金钱买不到的，只有脚踏实地的做研发，“核心技术”才不会只是一句广告语。”安进说。
1156,　　不过，“自主品牌在品牌影响力上与外资品牌仍有不小差距”，安进直言，品牌影响力差距的背后其实是产品品质、核心技术、模式创新等方面的差距。
1157,　　安进分析表示，自主品牌的认可度还不高，主力市场仍集中于10万元级别及以下的经济型市场，而且品牌的忠诚度还远未达到合资品牌水平；另外，产品品质仍然是目前自主品牌汽车难以实现突破的基础软肋，以新能源汽车为例，在目前产业链尚不成熟、电池技术未有较大突破和国家补贴加快退坡情况下，要解决消费普及面临的高购买成本、低续航里程、车辆安全隐患、充电便利性不足和二手车残值疑虑等消费痛点，在技术和成本上均有较大压力；而自主品牌品质软肋的背后，反映出来的是其技术积累和研发投入的支撑不够，是自主缺乏自主核心技术能力和产品创新能力的外在表现；自主品牌的经销渠道体系在由“卖产品”转向“卖产品+卖服务”的进程中，明显落后于在华合资品牌和外资品牌。
1158,　　另外，各种新技术的不断领先和应用，以及客户群体消费行为的变化，会对汽车产业产生深远影响。安进坦言，“整个汽车产业面临四个方面的挑战，即能源结构调整、电动化转型和智能化升级、汽车共享化和产品生命周期商业模式创新。”
1159,
1160,　　安进
1161,"　　,“品牌向上”引领自主品牌向上突围"
1162,　　“面对当前中国品牌发展现状和产业形势要求，如何做大做强中国品牌汽车，工业和信息化部、发展改革委、科技部在上个月共同发布的《汽车产业中长期规划》（以下简称“《发展规划》”）给出了答案”，安进强调说。
1163,"　　《发展规划》重点提及新能源汽车、智能网联汽车、节能汽车等发展,并将其作为三大重点突破领域。而工业和信息化部对《发展规划》的解读是:《发展规划》的核心要义就是要做大做强中国品牌汽车，培育具有国际竞争力的企业集团。路线上要以新能源汽车和智能网联汽车为突破口，引领整个产业转型升级;措施上主要包括优化产业发展环境，推动行业内外协同创新，推动全球布局和产业体系国际化。"
